I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771328,Invoice date:,12/10/18,Customer: G006,GREAT WALL ORIENTAL FOOD,Sales rep:,7
Order,#:,101082,Order date:,12/06/18,,405 PERRY STREET
,,,,,Telephone: HP,319-594-7721
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
30,BR120,QUOC VIET PHO BO,,*S*,,2,CTNS,102.00,/CTNS,0.000,204.00,20.40
40,BR123,QUOC VIET BO HUE,,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
50,BR125,QUOC VIET HU TIEU,,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
60,BR128,QUOC VIET BUN RIEU CUA,,,*S,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
80,CC140,LAL COCONUT JUICE,,10+1,,10,CTNS,14.00,/CTNS,0.000,140.00,45.00
90,CC140,LAL COCONUT JUICE,,10+1,,1,CTNS,0.00,/CTNS,0.000,0.00,9.50-
100,BN100,VINA NGU COC NUTRITION,,,,1,CTNS,48.00,/CTNS,0.000,48.00,18.50
110,UT296,CLEAR PLASTIC BAG,,*LD-24*,,4,CTNS,17.00,/CTNS,0.000,68.00,10.60
120,FD365,YEO'S SUGAR CANE DRINK,,,,5,CTNS,11.50,/CTNS,0.000,57.50,11.60
130,FD360,YEO'S CHRYSANTHEMUM DRINK,,,,5,CTNS,11.50,/CTNS,0.000,57.50,7.00
140,FD360,YEO'S CHRYSANTHEMUM DRINK,,,,1,CTNS,0.00,/CTNS,0.000,0.00,10.10-
160,FR835,FR. BANH CANH,,*LAL FARM*,,2,CTNS,32.00,/CTNS,0.000,64.00,28.00
170,FR707,FR. COOKED CASSAVA,,*LAL*,,4,CTNS,38.00,/CTNS,0.000,152.00,56.00
180,FR710A,FR. COOK UNPEEL CORN,,2 PC,,5,CTNS,32.00,/CTNS,0.000,160.00,46.00
190,RI140A,CALROSE RICE,50 LBS,,,15,BAGS,25.50,/BAGS,0.000,382.50,38.25
200,CI121,SRIRACHA CHILI SAUCE,,*S*,,5,CTNS,19.00,/CTNS,0.000,95.00,10.00
210,SU110,ROCK CANDY,*BOX*,10+1,,4,CTNS,44.00,/CTNS,0.000,176.00,57.60
220,NO141,FRESH CHOW MEIN NOODLES,,,,1,CTNS,30.00,/CTNS,0.000,30.00,3.00
240,TO103,HOUSE FIRM TOFU (RED)4pcs,,,,5,CTNS,14.60,/CTNS,0.000,73.00,8.20
250,FS220,3 CRAB FISH SAUCE,,,,10,CTNS,36.00,/CTNS,0.000,360.00,25.00
260,UT818,PALLET,,,,1,CTNS,7.00,/CTNS,0.000,7.00,1.50
,,,,,,,,,Invoice totals:,,2380.50,397.65

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1492
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771329,Invoice date:,12/10/18,Customer: ASIANO,ASIAN MARKET OREM LLC,,Sales rep:,7
Order,#:,101158,Order date:,12/10/18,,226 N. STATE ST.
,,,,,Telephone:,801-458-5370,LORRA
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
20,FR350,BMK MEAT BALL,,,1,CTNS,66.00,/CTNS,0.000,66.00,6.00
30,MD124,WHITE FLOWER OIL,#2,,1,DOZN,55.00,/DOZN,0.000,55.00,4.60
40,FS220,3 CRAB FISH SAUCE,,,1,CTNS,36.00,/CTNS,0.000,36.00,2.50
70,FR385,MENLO SPRING ROLL WRAPPER,,,2,CTNS,23.00,/CTNS,0.000,46.00,6.70
90,SA106,LKK HOISIN SAUCE,*36 OZ*,,3,CTNS,29.00,/CTNS,0.000,87.00,9.75
160,VE106,LUNGKOW BEAN THREAD,,17.6z,1,CTNS,46.00,/CTNS,0.000,46.00,18.75
170,FJ109C,FUN CLUB BAG LYCHEE FRUIT,,,1,CTNS,22.50,/CTNS,0.000,22.50,2.10
180,NT101,SHJ. GARLIC GREEN PEAS,,,1,CTNS,16.00,/CTNS,0.000,16.00,2.00
210,NO132,1 CHICKEN EGG NOODLE,,*S*,1,CTNS,38.00,/CTNS,0.000,38.00,7.00
230,TA124,E FAT TAPIOCA PEARL*BLACK,,,1,CTNS,52.00,/CTNS,0.000,52.00,5.00
240,VE110A,LUNGKOW BEAN THREAD,,8 bag,1,CTNS,33.00,/CTNS,0.000,33.00,13.13
260,SS126,HEALTHY BOY BLACK SOY,,,2,CTNS,26.50,/CTNS,0.000,53.00,5.72
280,FR710A,FR. COOK UNPEEL CORN,,2 PC,1,CTNS,32.00,/CTNS,0.000,32.00,9.20
290,SS155,MAEKRUA OYSTER SAUCE,,*L*,1,CTNS,22.00,/CTNS,0.000,22.00,2.00
300,FS192,TIPAROS FISH SAUCE round.,,,2,CTNS,16.50,/CTNS,0.000,33.00,5.00
330,PA117,LAL TAMARIND CONCENTRATE,,,1,CTNS,38.00,/CTNS,0.000,38.00,11.09
370,SS154,MAEKRUA OYSTER SAUCE,,*S*,1,CTNS,16.00,/CTNS,0.000,16.00,2.00
390,FD109F,MOGU MOGU GRAPE DR. W/,,,2,CTNS,13.75,/CTNS,0.000,27.50,10.78
400,FD109J,MOGU MOGU YOGURT DR. W/,,,2,CTNS,13.75,/CTNS,0.000,27.50,10.78
410,UT521,CANDLE,- LOTUS LAMP,*S*,10,EACH,3.50,/EACH,0.000,35.00,21.30
420,UT521A,CANDLE,- LOTUS LAMP,*L*,10,EACH,4.50,/EACH,0.000,45.00,29.20
430,UT818,PALLET,,,1,CTNS,7.00,/CTNS,0.000,7.00,1.50
,,,,,,,,Invoice totals:,,833.50,186.10

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1493
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771330,Invoice date:,12/10/18,Customer: OMNE,ORIENTAL MARKET,Sales rep:,7
Order,#:,101132,Order date:,12/07/18,,516 W.3 RD STREET
,,,,,Telephone:,308-384-8121
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,UT142B,KIWI KNIFE,#840,,1,DOZ,55.00,/DOZ,0.000,55.00,12.07
20,UT133,KIWI KNIFE,#21,*,1,BOX,37.00,/BOX,0.000,37.00,10.40
30,TE280,PANTAI THAI TEA MIX,,,1,CTNS,75.00,/CTNS,0.000,75.00,7.00
40,VE106,LUNGKOW BEAN THREAD,,17.6z,1,CTNS,46.00,/CTNS,0.000,46.00,18.75
50,RS104,MY THO BUN TUOI DAC BIET,,,1,CTNS,38.00,/CTNS,0.000,38.00,11.52
70,DV152,BLACK FUNGUS WHOLE,,2.5 oz,1,CTNS,76.00,/CTNS,0.000,76.00,7.00
90,NO191,N-SHIM SHIN NOODLE,,*BAG*,3,CTNS,11.75,/CTNS,0.000,35.25,4.50
100,NO190A,N-SHIM SEAFOOD BAG RAMYUN,,,3,CTNS,11.75,/CTNS,0.000,35.25,4.50
110,CF210,AROY-D RAMBUTAN IN SYRUP,,,1,CTNS,50.00,/CTNS,0.000,50.00,9.00
120,CF163,CHAOKOH SUGAR CANE WHOLE,,,1,CTNS,17.00,/CTNS,0.000,17.00,3.00
130,CF161A,AROY-D QUAIL EGG,,,2,CTNS,36.00,/CTNS,0.000,72.00,15.00
140,CC120,MAE PLOY COCONUT CREAM,,,3,CTNS,36.00,/CTNS,0.000,108.00,12.00
150,PM111,SUNNY MAID PORK FU,*S*,,1,CTNS,73.50,/CTNS,0.000,73.50,6.90
170,SS120,GOLDEN MOUNTAIN SOY SAUCE,,,3,CTNS,15.00,/CTNS,0.000,45.00,5.25
200,ED103,M-150 DRINK bottle,,[C16],3,CTNS,22.00,/CTNS,0.000,66.00,7.50
210,FR827C,SHRIMP H/L S/O,26/30,*EQ*,6,CTNS,108.00,/CTNS,0.000,648.00,204.00-
220,NO232,RAMA PAD THAI NOODLE,,1 LB,4,CTNS,25.75,/CTNS,0.000,103.00,9.40
230,FR322,WEI-C EGG ROLL SHELL,,,5,CTNS,39.00,/CTNS,0.000,195.00,25.00
250,UT615,TIGER RICE COOKER,,15 CUP,1,EACH,179.00,/EACH,0.000,179.00,16.57
260,SA106,LKK HOISIN SAUCE,,*36 OZ*,3,CTNS,29.00,/CTNS,0.000,87.00,9.75
270,SA101,LKK OYSTER SAUCE,,32 OZ,3,CTNS,35.00,/CTNS,0.000,105.00,16.50
280,PA208,POR KWAN PAD THAI SAUCE,,,4,CTNS,32.00,/CTNS,0.000,128.00,36.00
290,CI110,HUY FONG CHILI GARLIC,,*M*,2,CTNS,19.00,/CTNS,0.000,38.00,4.00
300,CI201,TCC SWT CHILI CHICKEN,,*L*,2,CTN,22.00,/CTN,0.000,44.00,6.00
330,CO150,MEIJI YAN YAN CHOCOLATE,,,1,CTNS,54.00,/CTNS,0.000,54.00,5.50
340,CO246,EURO CUSTARD CAKE,,,2,CTNS,18.00,/CTNS,0.000,36.00,5.00
350,CH120,CALBEE SHRIMP CHIPS,,8 OZ,2,CTNS,20.00,/CTNS,0.000,40.00,4.00
360,CO113,BIN BIN RICE CRACKER,,,1,CTNS,20.00,/CTNS,0.000,20.00,1.75
370,CO113A,BIN BIN COCONUT MILK RICE,,,1,CTNS,24.50,/CTNS,0.000,24.50,3.00
380,CA200,WHITE RABBIT CREAMY CANDY,,,1,CTNS,88.00,/CTNS,0.000,88.00,8.50
390,FD150A,CHIN-C ALOE VERA JUICE S,,,5,CTNS,21.50,/CTNS,0.000,107.50,11.00
400,FD350,YEO'S SOYBEAN DRINK cans,,,3,CTNS,11.00,/CTNS,0.000,33.00,5.52
420,PA151,MAESRI GREEN CURRY PASTE,,,1,CTNS,42.00,/CTNS,0.000,42.00,5.00
430,PA160,MAESRI RED CURRY PASTE,,,1,CTNS,42.00,/CTNS,0.000,42.00,5.00
440,PW201,NOH ORIENTAL STIR FRY MIX,,,1,CTNS,21.00,/CTNS,0.000,21.00,2.64
450,FD341A,TASTE NIRVANA THAI TEA-C,,,3,CTNS,22.00,/CTNS,0.000,66.00,5.25
460,BS121,AROY-D BBS TIP (S),,19oz,2,CTNS,25.00,/CTNS,0.000,50.00,10.00
470,BS122,AROY-D BBS STRIP,19oz,,2,CTNS,23.00,/CTNS,0.000,46.00,12.72
480,UT818,PALLET,,,1,CTNS,7.00,/CTNS,0.000,7.00,1.50
,,,,,,,,Invoice totals:,,3033.00,139.99

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1494
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771331,Invoice date:,12/10/18,Customer: L030,LITTLE SAIGON INC. (NE),,Sales rep:,7
Order,#:,101128,Order date:,12/07/18,,941 N.,27 TH ST.
,,,,,Telephone:,402-770-0679
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,DK122,DK CUSTARD BUN,,,,15,EACH,1.85,/EACH,10.000,24.98,6.53
20,DK125,DK TARO BUN,,,,3,EACH,1.80,/EACH,10.000,4.86,1.26
30,DK126,DK,3 COMBO BUN,,,3,EACH,1.85,/EACH,10.000,5.00,1.31
40,DK127,DK BUTTER BREAD,,,,8,EACH,2.45,/EACH,10.000,17.64,4.20
50,DK129,DK SPONGE CAKE,,,,10,EACH,1.39,/EACH,10.000,12.51,2.08
60,DK130,DK DANISH RAISIN STICK,,,,3,EACH,2.35,/EACH,10.000,6.35,1.53
70,DK132,DK ONION IMIT SHRED MEAT,,,,3,EACH,1.80,/EACH,10.000,4.86,1.26
71,DK139,DK FRENCH CUSTARD BUN,,,,3,EACH,1.80,/EACH,10.000,4.86,1.26
80,DK131,DK VEGET.IMIT SHRED MEAT,,,,3,EACH,1.85,/EACH,10.000,5.00,1.31
90,DK121,DK RAISIN BREAD,,,,3,EACH,3.50,/EACH,10.000,9.45,5.52
100,WK105,WOO KEE BANH PHO,,1 LBS,,150,BAGS,0.95,/BAGS,0.000,142.50,16.50
110,WK103,WOO KEE BANH CANH DO,,,,30,BAGS,1.12,/BAGS,0.000,33.60,3.60
120,WK102,WOO KEE BANH CANH XANH,,,,30,BAGS,1.12,/BAGS,0.000,33.60,3.60
123,FR331A,VISOY TOFU REGULAR,,,,10,CTNS,17.20,/CTNS,0.000,172.00,28.00
124,FR331B,VISOY TOFU SOFT,,,,2,CTNS,17.20,/CTNS,0.000,34.40,6.40
125,FR373A,FR. PAN FRIED NOODLE,,*L*,,1,CTNS,29.00,/CTNS,0.000,29.00,2.75
126,FR374A,FR. WONTON NOODLE,,*BOX* L,,1,CTNS,35.00,/CTNS,0.000,35.00,3.50
127,FR374B,FR. WONTON NOODLE,,*BOX* S,,1,CTNS,35.00,/CTNS,0.000,35.00,3.50
128,FR375A,FR. HCL LO MEIN NOODLE,,,,1,CTNS,29.00,/CTNS,0.000,29.00,2.75
130,FR364,FR. CHEESE CAKE,,,,3,CTNS,32.00,/CTNS,0.000,96.00,12.00
140,GR502,MVN JUMBO PORK,+ VEGE BUN,,,2,CTNS,25.00,/CTNS,0.000,50.00,8.00
150,FR827P,SHRIMP H/L S/O,71/90,,,1,CTNS,138.00,/CTNS,0.000,138.00,26.00
160,FR827DD,SHRIMP HLSO,31/35,,,5,CTNS,102.00,/CTNS,0.000,510.00,120.00
170,FR827,SHRIMP H/O,30/40 CHAMPMAR,,,4,CTNS,158.00,/CTNS,0.000,632.00,48.00
180,FR822,FR. SQUID-BONO IQF,,,,2,CTNS,61.74,/CTNS,0.000,123.48,17.64
190,FR199B,FR. OCTOPUS BALL,,2/4 IQF,,1,CTNS,85.50,/CTNS,0.000,85.50,15.00
200,FR103,FR. SEAFOOD MIX,,,,1,CTNS,17.50,/CTNS,0.000,17.50,3.00
210,FR114A,FR. SQUID TUBE U/5,,*CH*,,3,CTNS,22.50,/CTNS,0.000,67.50,12.00
230,FR161,WESTBAY IMITATION CRAB,,,,1,CTNS,38.00,/CTNS,0.000,38.00,9.50
240,FR036,FISHMONGER SWAI STEAKS,,,,1,CTNS,72.00,/CTNS,0.000,72.00,18.00
250,FR141,SUN CA BASA H/L WHOLECUT,,,,2,CTNS,76.00,/CTNS,0.000,152.00,17.50
260,FR174,OF YELLOW ST TREVALLY,,,,2,CTNS,42.00,/CTNS,0.000,84.00,20.48
270,FR033A,OF BABY ROUND SCAD,,,,2,CTNS,48.00,/CTNS,0.000,96.00,40.80
290,GR306,Q-HUONG PORK SKIN,,*7OZ*,,2,CTNS,33.00,/CTNS,0.000,66.00,6.00
300,TH104A,TAYHO BO VIEN GAN,,5 LBS,,3,CTN,98.00,/CTN,0.000,294.00,27.75
310,CA267A,ASSORT CANDY,6 MON,#22,,1,CTNS,90.00,/CTNS,0.000,90.00,33.54
320,CA268,ASSORT CANDY,7 MON,#25,,1,CTNS,118.00,/CTNS,0.000,118.00,45.82
330,CA268A,ASSORT CANDY,11 MON,#26,,1,CTNS,128.00,/CTNS,0.000,128.00,47.70
340,CA270,CHINESE NEW YEAR GIFT SET,,,,2,CTNS,48.00,/CTNS,0.000,96.00,29.22
350,CA270A,CHINESE NEW YEAR GIFT SET,,,,2,CTNS,46.00,/CTNS,0.000,92.00,29.22
360,CA136A,RED MELON SEED,#4,,,1,CTNS,105.00,/CTNS,0.000,105.00,31.66
370,CA143,SWT'D SOURSOP mut mangcau,,,,1,CTNS,70.00,/CTNS,0.000,70.00,34.62
380,CA232,SWT'D WINTERMELON mut bi,,,,1,CTNS,52.00,/CTNS,0.000,52.00,22.65
400,CA271,SWT'D GINGER mut gung,,,#14,1,CTNS,66.00,/CTNS,0.000,66.00,27.63
410,CA271A,GINGER CANDY gung deo soi,,,,1,CTNS,66.00,/CTNS,0.000,66.00,32.46
420,CA133,BANH IN SNOWFLAKE,,#31,,1,CTNS,85.00,/CTNS,0.000,85.00,32.61

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1495
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771331,Invoice date:,12/10/18,Customer: L030,LITTLE SAIGON INC. (NE),,Sales rep:,7
Order,#:,101128,Order date:,12/07/18,,941 N.,27 TH ST.
,,,,,Telephone:,402-770-0679
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,,,Qty-shipped,,Unit price,,Lin-disc%,Ext-price,Gross-margin
430,CA265A,ASSORT CANDY,9 MON,#27,1,CTNS,130.00,/CTNS,0.000,130.00,45.15
440,CA259,NP PRESERVED STARBERRY,,,1,CTNS,68.00,/CTNS,0.000,68.00,28.66
450,CA141,SWT'D YOUNG COCONUT (L),,,2,CTNS,68.00,/CTNS,0.000,136.00,49.32
470,CA140AA,SESAME CANDY me xung,,#2,1,CTNS,54.00,/CTNS,0.000,54.00,23.64
480,CA142,SWT'D YOUNG COCONUT color,,,2,CTNS,65.00,/CTNS,0.000,130.00,47.26
490,CA142A,MIX NUT CANDY theo leo,,,1,CTNS,60.00,/CTNS,0.000,60.00,26.15
520,CO005,GIA BAO BANH DAU XANH,,*S*,2,CTNS,58.50,/CTNS,0.000,117.00,40.32
530,UT354,K-8868 RED ENVELOPE,,*L*,1,BOX,33.00,/BOX,0.000,33.00,5.00
540,UT351,NEW YEAR LUCKY BAG K8866,,,1,BOX,23.00,/BOX,0.000,23.00,4.00
550,UT390B,CANG VANG LA NGOC,,*M*,1,PCS,22.00,/PCS,0.000,22.00,8.21
560,UT390C,CANG VANG LA NGOC,,*M*,1,PCS,22.00,/PCS,0.000,22.00,8.21
590,UT530C,LANTERN,"12""",,2,EACH,3.50,/EACH,0.000,7.00,7.00
600,UT531,LANTERN,"14""",,2,EACH,4.00,/EACH,0.000,8.00,8.00
620,PC137,NP DUA MON,PRESERVE MIX,,1,CTNS,52.00,/CTNS,0.000,52.00,15.28
650,FS220,3 CRAB FISH SAUCE,,,30,CTNS,36.00,/CTNS,0.000,1080.00,75.00
660,FS132,PHU QUOC FISH SAUCE*(A)*,,,15,CTNS,38.00,/CTNS,0.000,570.00,60.00
670,FL170,ERAWAN GLUTINOUS FLOUR  .,,,5,CTNS,16.00,/CTNS,0.000,80.00,7.50
680,FL140,COCK TAPIOCA STARCH,,,3,CTNS,31.00,/CTNS,0.000,93.00,9.00
690,FL171,ERAWAN RICE FLOUR,,,3,CTNS,14.00,/CTNS,0.000,42.00,5.25
700,BS243,LAL BBS TIPS TW,*40LBS*,,5,CTNS,21.00,/CTNS,0.000,105.00,50.75
710,BS243,LAL BBS TIPS TW,*40LBS*,,1,CTNS,0.00,/CTNS,0.000,0.00,10.85-
720,BS242,LAL BBS STRIP TIN,,,3,CTNS,24.00,/CTNS,0.000,72.00,29.25
780,SA102,LKK OYSTER SAUCE,,6X5LBS,3,CTNS,29.00,/CTNS,0.000,87.00,9.06
810,SA107,LKK HOISIN SAUCE,,6X5LBS,4,CTNS,25.00,/CTNS,0.000,100.00,10.60
820,SA105,LKK HOISIN SAUCE,,*20 OZ*,2,CTNS,18.50,/CTNS,0.000,37.00,4.20
900,NO238C,OH RICEY HU TIEU,,24 BAG,2,BDL,31.50,/BDL,0.000,63.00,7.50
910,NO320,UDON CHICKEN FLAVOR,,,3,CTNS,16.50,/CTNS,0.000,49.50,5.25
920,NO323,UDON ORIENTAL FLAVOR,,,3,CTNS,16.50,/CTNS,0.000,49.50,5.25
930,NO141,FRESH CHOW MEIN NOODLES,,,3,CTNS,30.00,/CTNS,0.000,90.00,9.00
940,NO190B,N-SHIM SHIN NOODLE,,*CUP*,10,CTNS,4.90,/CTNS,0.000,49.00,5.50
950,CF350,LAL YOUNG GREEN JACKFRUIT,,,2,CTNS,22.00,/CTNS,0.000,44.00,13.50
960,HM140,KYJ CHINESE SAUSAGE,,,1,CTNS,117.00,/CTNS,0.000,117.00,14.00
970,HM141,KYJ CHICKEN SAUSAGE,,,1,CTNS,117.00,/CTNS,0.000,117.00,11.50
10,RP111,BANH TRANG MY THO,,*22CM*,2,CTNS,41.00,/CTNS,0.000,82.00,20.46
20,EG102,TW SALTED DUCK EGG,,,1,CTNS,72.00,/CTNS,0.000,72.00,12.80
30,EG102A,TW PRESERVED DUCK EGG,,,1,CTNS,72.00,/CTNS,0.000,72.00,16.50
40,DV200,LAL COOKING TAMARIND,,,1,CTNS,80.00,/CTNS,0.000,80.00,30.05
50,PW235,KNORR TAMARIND SOUP BASE,,,1,CTNS,42.00,/CTNS,0.000,42.00,5.62
60,DD107,KTT THINH VIET NAM,,*RICE,1,CTNS,27.00,/CTNS,0.000,27.00,3.00
80,PW181,VIANCO,5 SPICE POWDER,,1,CTNS,21.00,/CTNS,0.000,21.00,6.39
100,MS102,AJINOMOTO MSG (BOX),,,1,CTNS,93.00,/CTNS,0.000,93.00,8.60
110,MS101,AJINOMOTO MSG (BAGS),,,1,CTNS,77.00,/CTNS,0.000,77.00,8.90
130,TA101,G.CHEF TAPIOCA PEARL,,*S*,1,CTNS,22.00,/CTNS,0.000,22.00,4.00
150,NT130,LAL RED PEANUT,(10+1),,1,CTNS,60.00,/CTNS,0.000,60.00,22.00
160,BN104,WOR FUNG SOY BEAN,,,1,CTNS,25.50,/CTNS,0.000,25.50,2.50
180,CF212,AROY-D COCONUT GEL,,,2,CTNS,21.00,/CTNS,0.000,42.00,10.00

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1496
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771331,Invoice date:,12/10/18,Customer: L030,LITTLE SAIGON INC. (NE),,Sales rep:,7
Order,#:,101128,Order date:,12/07/18,,941 N.,27 TH ST.
,,,,,Telephone:,402-770-0679
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
200,CA131,,CHACHA SUNFLOWER-ORIGINAL,,2,CTNS,31.50,/CTNS,0.000,63.00,6.00
220,CA134,,CHACHA SUNFLOWER-COCONUT,,3,CTNS,31.50,/CTNS,0.000,94.50,9.00
230,CF320,LAL JACKFRUIT SYRUP,,,1,CTNS,30.00,/CTNS,0.000,30.00,8.00
240,CF270,LAL RAMBUTAN SYRUP,,,1,CTNS,46.00,/CTNS,0.000,46.00,11.50
250,CF321,LAL LONGAN IN SYRUP,,[B19],2,CTNS,35.00,/CTNS,0.000,70.00,16.00
260,CF226,LAL TODDY PALM,,*WHOLE*,1,CTNS,38.00,/CTNS,0.000,38.00,7.50
270,SA101,LKK OYSTER SAUCE,,32 OZ,2,CTNS,35.00,/CTNS,0.000,70.00,11.00
290,SE100,MEIWEI SESAME OIL,,16oz,1,CTNS,38.00,/CTNS,0.000,38.00,4.00
300,SE102,JASUN SESAME OIL RED,,16oz,1,CTNS,42.00,/CTNS,0.000,42.00,4.00
310,SE104,CHINESE SESAME OIL,,16 OZ,1,CTNS,46.00,/CTNS,0.000,46.00,4.00
320,SE106,L.HOW BLACK SESAME OIL,,,1,CTNS,66.00,/CTNS,0.000,66.00,6.00
340,CI120,SRIRACHA CHILI SAUCE,,*L*,4,CTNS,24.00,/CTNS,0.000,96.00,12.00
350,SS107C,CJ BULGOGI BEEF SAUCE,,*L*,3,CTNS,27.00,/CTNS,0.000,81.00,19.32
360,SS107E,CJ KALBI RIB SAUCE,,*L*,3,CTNS,27.00,/CTNS,0.000,81.00,19.32
370,FP146,PAGOLAC MAM NEM PHA SAN,,,2,CTNS,36.00,/CTNS,0.000,72.00,8.00
380,COF109AA,TRUNG NGUYEN COFEE,,*100ST,2,CTNS,50.00,/CTNS,0.000,100.00,31.38
390,COF109AAA,TRUNG NGUYEN COFFE,,*50ST,1,CTNS,52.00,/CTNS,0.000,52.00,15.93
400,COF109BB,TRUNG NGUYEN X2 GU,,3in1,1,CTNS,58.00,/CTNS,0.000,58.00,21.68
410,COF161,VINA,3IN1 CAFE,*20 SACH*,2,CTNS,46.50,/CTNS,0.000,93.00,16.00
420,COF130,CAFE DU MONDE,,,1,CTNS,100.00,/CTNS,0.000,100.00,11.00
430,UT231,BUTANE GAS,,,5,CTNS,22.00,/CTNS,0.000,110.00,20.00
440,PA113B,THAI BOY TOM YUM SOUR,,8oz,2,CTNS,33.00,/CTNS,0.000,66.00,66.00
460,BR116,NEW CHOICE BEEF BROTH,,14z,2,CTNS,6.50,/CTNS,0.000,13.00,1.30
470,TE130,YCT SLIM TEA E-STRENGTH,,,1,CTNS,55.00,/CTNS,0.000,55.00,8.00
480,TE131,YCT NUTRI-SLIM TEA,,,1,CTNS,55.00,/CTNS,0.000,55.00,8.00
500,UT293,CLEAR PLASTIC BAG,,*LD-17*,3,CTNS,15.00,/CTNS,0.000,45.00,7.95
510,UT294,CLEAR PLASTIC BAG,,*LD-14*,3,CTN,15.00,/CTN,0.000,45.00,7.95
520,UT296,CLEAR PLASTIC BAG,,*LD-24*,3,CTNS,17.00,/CTNS,0.000,51.00,7.95
530,MD121,EAGLE OIL,- GREEN,*L*,5,BOX,45.00,/BOX,0.000,225.00,22.95
550,TE137,3 LADY. DIETER TEA,,18TBAG,1,CTNS,58.00,/CTNS,0.000,58.00,5.00
560,TE138,3 LADY. DIETER TEA,,12TBAG,1,CTNS,48.00,/CTNS,0.000,48.00,5.00
570,TE140,,NATURAL LEAF DIETER BRND,,1,CTNS,68.00,/CTNS,0.000,68.00,8.00
590,TE150,CHINA SLIM TEA,,*LADY SIT*,1,CTNS,57.00,/CTNS,0.000,57.00,7.00
600,TE151,CHINA SLIM TEA,,*LADY SIT*,1,CTNS,31.00,/CTNS,0.000,31.00,4.08
610,TE152,CHINA SLIM TEA,,*LADY SIT*,1,CTNS,48.00,/CTNS,0.000,48.00,5.70
620,TE153,CHINA SLIM TEA,,*LADY SIT*,1,CTNS,52.00,/CTNS,0.000,52.00,5.85
630,TE154,CHINA SLIM TEA,,*LADY SIT*,1,CTNS,43.00,/CTNS,0.000,43.00,4.54
640,UT818,PALLET,,,3,CTNS,7.00,/CTNS,0.000,21.00,4.50
,,,,,,,,Invoice totals:,,10979.59,2095.34

Date,12/14/2018,Time,13:35:34,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,1497
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,771332,Invoice date:,12/10/18,Customer: G&L,G & L IMPORT-EXPORT CORP.,,Sales rep:,15
Order,#:,101135,Order date:,12/07/18,,4828 E.,22ND ST
,,,,,Telephone:,626-316-2404 ELAIN
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
3,FR002A,FR. PORK BLOOD,,,1,CTNS,53.00,/CTNS,0.000,53.00,7.30
10,FR827,SHRIMP H/O,30/40 CHAMPMAR,,1,CTNS,158.00,/CTNS,0.000,158.00,12.00
20,FR827F,SHRIMP H/L EZ-P,31/40 IQF,,1,CTNS,83.00,/CTNS,0.000,83.00,13.00
40,FR114AA,FR. CUTTLEFISH-clean U1/2,,,1,CTNS,88.00,/CTNS,0.000,88.00,11.00
50,FR240A,OF COOKED WHOLE CLAM,,,1,CTNS,34.00,/CTNS,0.000,34.00,12.20
70,FR130,FR. TILAPIA WHOLE,,1000/UP,2,CTNS,52.00,/CTNS,0.000,104.00,24.00
